ID,NAME
12608,"ELKADDAFI, Saif al-Islam"
12608,"QADDAFI, Saif al-Islam"
12608,"GADHAFI, Saif al-Islam"
12608,"GHATHAFI, Saif al-Islam"
12609,"QADDAFI, Mutassim"
12609,"AL-GADDAFI, Mutassim"
12609,"GADHAFI, Mutassim Billah"
12609,"AL-QADHAFI, Mutassim"
12609,"ELKADDAFI, Mutassim"
12609,"GHADAFFI, Mutassim"
12609,"EL-QADDAFI, Mutassim"
12609,"GHATHAFI, Mutassim"
12609,"QADHAFI, Mutassim"
12610,"AL-GADDAFI, Ayesha"
12610,"GADHAFI, Aisha"
12610,"GHATHAFI, Aisha Muammer"
12610,"AL-QADHAFI, Aisha"
12610,"GHADAFFI, Aisha"
12610,"ELKADDAFI, Aisha"
12610,"QADHAFI, Aisha"
12610,"EL-QADDAFI, Aisha"
12610,"QADDAFI, Aisha"
12610,"GHATHAFI, Aisha"
12610,"QADHAFI, Aisha Muammar Muhammed Abu Minyar"
12610,"GADDAFI, Ayesha"
12624,"ISHAKZAI, Haji Lal Jan"
12624,"ISHAQZAI, Hajji Lal Jan"
12624,"ISHAQZAI, Haji Lal Jan Muslim"
12625,"KOLBAEV, Kamchibek"
12625,"KOLBAYEV, Kamchy"
12625,"KOLBAYEV, Kamchi"
12625,"KOLBAYEV, Kamchibek"
12625,"KOLBAEV, Kamchi"
12625,"ASANBEK, Kamchy"
12625,"ASANBEK, Kamchi"
12625,"KAMCHI, Asanbeka"
12626,"FARKASH AL-BARASSI, Safia"
12627,"QADDAFI, Hannibal"
12627,"AL-QADHAFI, Hannibal"
12627,"GADDAFI, Hannibal Muammar"
12627,"QADHAFI, Hannibal Muammar"
12627,"AL-GADDAFI, Hannibal"
12627,"GHADAFFI, Hannibal"
12627,"ELKADDAFI, Hannibal"
12627,"EL-QADDAFI, Hannibal"
12627,"GHATHAFI, Hannibal"
12628,"QADDAFI, Muhammad"
12628,"AL-GADDAFI, Muhammad"
12628,"GADHAFI, Mohammed"
12628,"AL-QADHAFI, Mohammed"
12628,"GADHAFFI, Mohammad Moammar"
12628,"QADHAFI, Mohammed Muammar"
12628,"ELKADDAFI, Muhammad"
12628,"EL-QADDAFI, Muhammad"
12628,"GHATHAFI, Muhammad"
12629,"GADHAFI, Saadi"
12629,"AL-QADHAFI, Sa'adi Mu'ammar"
12629,"QADHAFI, Saadi"
12629,"QADDAFI, Saadi"
12629,"AL-GADDAFI, Saadi"
12629,"ELKADDAFI, Saadi"
12629,"EL-QADDAFI, Saadi"
12629,"GHATHAFI, Saadi"
12631,"GADHAFI, Saif Al-Arab"
12631,"GADDAFI, Seif Al-Arab"
12631,"AL-QADHAFI, Saif Al-Arab"
12631,"QADHAFI, Saif Al-Arab"
12631,"QADDAFI, Saif Al-Arab"
12631,"AL-GADDAFI, Saif Al-Arab"
12631,"ELKADDAFI, Saif Al-Arab"
12631,"EL-QADDAFI, Saif Al-Arab"
12631,"GHATHAFI, Saif Al-Arab"
12632,"DOURDA, Abu Zaid Omar"
12632,"DORDA, Abouzid Omar"
12632,"DURDA, Abu Zeid Omar"
12632,"DORDA, Bu Zaid"
12632,"DORDA, Abu Zayd Umar"
12632,"ABUZED OE, Dorda"
12633,"MATUQ, Matuq Muhammad"
12633,"MATOUK, Matouk Mohamed"
12634,"JABER, Abu Bakr Yunis"
12635,"SENUSSI, Abdullah"
12667,"DE GARIKOITZ ASPIAZU URBINA, Miguel"
12668,"DE FRUTOS, Joseba Inaki Reta"
12668,"FRUIT, Joseba Inaki Reta"
12669,"ASSIRI, Ibrahim Hassan Tali"
12669,"'ASIRI, Ibrahim Hasan Tali'A"
12669,"AL-'ASIRI, Ibrahim Hasan Tali"
12669,"AL-'ASIRI, Ibrahim"
12669,"AL ASIRI, Ibrahim Hassan"
12684,"AL-ZULAYTINI, Abd-Al-Hafid Mahmud"
12684,"ZLITNI, Abdul Hafiz"
12684,"ZLITNI, Abdelhafidh"
12684,"ZLITNI, Abdul Hafid"
12684,"ZLITNI, Abdulhafid Mahmoud"
12684,"ZLEITNI, Abdel-Hafez"
12685,GADDAFI INTERNATIONAL FOUNDATION FOR CHARITY ORGANISATIONS
12688,"BASHIR, Bashir Saleh"
12688,"SALEH, Bashir"
12689,"KHALED, Al-Tohamy"
12689,"KHALED, al-Tuhami"
12689,"AL-TUHAMI, Khaled"
12690,"MAHMUDI, Baghdadi"
12696,TONGBANG U'NHAENG
12696,TONGBANG BANK
12696,DONGBANG BANK
12722,"MAMLUK, 'Ali"
12724,"NAJEEB, Atef"
12724,"NAJIB, Atef"
12725,"ASSAD, Maher"
12725,"ASSAD, Mahar"
12725,"AL-ASAD, Mahir"
12726,IDERAT AL-AMN AL-'AMM
12727,SAZMAN-E MOGHAVEMAT-E BASIJ
12727,BASIJ-E MELLI
12727,BASEEJ
12727,MOBILIZATION OF THE OPPRESSED ORGANIZATION
12727,SAZMAN BASIJ MELLI
12727,VAHED-E BASIJ-E MOSTAZAFEEN
12727,BASIJ
12727,ISLAMIC REVOLUTION GUARDS CORPS RESISTANCE FORCE
12727,SAZEMAN-E BASIJ-E MOSTAZAFAN
12727,VAHED-E BASIJ MOSTAZA'FEEN
12727,NIROOYE MOGHAVEMATE BASIJ
12727,NIRUYEH MOGHAVEMAT BASIJ
12727,BASIJ RESISTANCE FORCES
12733,JAISH AL-ISLAM
12733,JAYSH AL-ISLAM
12735,"AL-ASAD, Bashar"
12735,"ASSAD, Bashar"
12735,"AL ASSAD, Bashar Hafez"
12736,"AL-SHARA, Farouq"
12736,"AL SHARAA, Farouk"
12736,"AL-SHARAA, Farouk"
12736,"SHARAA, Farouk"
12737,"SAFR, Adil"
12738,"MAHMOUD, Ali Muhammad Habib"
12738,"MAHMUD, Ali Habib"
12738,"HABIB, Ali"
12740,"AL-SHA'AR, Muhammad Ibrahim"
12740,"AL-CHAAR, Mohammad Ibrahim"
12740,"AL-SHAAR, Muhammad Ibrahim"
12740,"AL-SHAAR, Mohammed Ibrahim"
12741,AIR FORCE INTELLIGENCE DIRECTORATE
12741,IDARAT AL-MUKHABARAT AL-JAWIYYA
12742,BA'ATH PARTY NATIONAL SECURITY BUREAU
12742,MAKTAB AL-AMN AL-QAWMI
12743,SHU'BAT AL-MUKHABARAT AL-'ASKARIYYA
12743,SYRIAN MILITARY INTELLIGENCE
12744,CHAM INVESTMENT GROUP
12744,AL SHAM COMPANY
12744,SHAM HOLDING COMPANY SAL
12744,AL-SHAM COMPANY
12745,BENA
12745,BANNA PROPERTIES
12746,AL MASHREK FUND
12746,AL MASHREK HOLDING
12746,AL MASHRIQ INVESTMENT FUND
12746,AL MASHRIQ HOLDING
12748,"QUDSIYAH, Abd-al-Fatah"
12748,"QUDSIAH, Abdulfatah"
12749,"ZAYTUN, Muhammad Dib"
12749,"ZEITOUN, Mohammed Dib"
12750,"HANSURI, Muhammad Muhawad"
12751,"FELIX FELIX, Manuel"
12751,"TORRES, Manuel J"
12751,"TORRES FELIX, Manuel De Jesus"
12751,"TORRES, Manuel Felix"
12752,"LEON ANDRADE, Bernabe"
12752,"ARAUJO INZUNZA, Gonzalo"
12756,IMIRAT KAVKAZ
12756,IMARAT KAVKAZ
12756,ISLAMIC EMIRATE OF THE CAUCASUS
12762,"MOGHADDAM, Ismail Ahmadi"
12762,"MOGHADDAM, Esameel Ahmadi"
12762,"AHMADI-MOGHADDAM, Esma'il"
12762,"AHMADI-MOQADDAM, Esma'il"
12762,"AHMADI MOGHADDAM, Esma'il"
12762,"AHMADI MOGHADAM, Ismail"
12762,"AHMADI-MOGHADDAM, Esmail"
12763,IRAN'S LAW ENFORCEMENT FORCES
12763,NIRUYIH INTIZAMIYEH JUMHURIYIH ISLAMIYIH IRAN
12763,NAJA
12763,IRANIAN POLICE
12783,"BELLOZO RODRIGUEZ, Daniel"
12784,"BELLOZO RODRIGUEZ, Miguel Angel"
12786,"VAZQUEZ HERNANDEZ, Alfredo"
12786,"VASQUES HERNANDEZ, Alfredo"
12786,"BAZAN OROZCO, Alberto"
12787,"AL-GHAMDI, Al Umairah"
12787,"AL-GHAMDI, Uthman"
12787,"AL-GHAMIDI, Uthman"
12787,"AL-GHAMDI, Uthman Ahmad Uthman"
12787,"AL-OMIRAH, Othman Ahmed Othman"
12788,"BAQBANI, Qolam Reza"
12788,"BAQBANI, Mohammad Akhusa"
12793,"SHAHRYARI, Behnam"
12793,"SHAHRIARI, Behnam"
12793,"HAMID, Huseyini"
12793,"MARALLU, Behnam Shahriyari"
12793,"MIR VAKILI, Seyed Ali Akbar"
12793,"MIRVAKILI, Seyed Aliakbar"
12793,"MIRVAKILI, Seyedaliakbar"
12793,"SHAHCHERAGHI, Seyed Hamid Reza"
12795,"AGHA, Zia"
12795,"AHMAD, Noor"
12795,"AHMED, Noor"
12795,"AGHA SAYEED, Sia"
12796,"KUCHI, Ahmed Jan"
12796,"ZADRAN, Ahmed Jan"
12797,"RABI, Fazal"
12797,"RABBI, Faisal"
12798,"AMAN, Mohammed"
12798,"OMAN, Mullah Mohammed"
12798,"NOORZAI, Mullah Mad Aman Ustad"
12802,MEHR EGHTESAD IRANIAN INVESTMENT COMPANY
12802,MEHR IRANIAN ECONOMY COMPANY
12802,MEHR IRANIAN ECONOMY INVESTMENTS
12802,TEJARAT TOSE'E EQTESADI IRANIAN
12802,MEHR EQTESAD IRANIAN INVESTMENT COMPANY
12803,TIDE WATER MIDDLE EAST MARINE SERVICE
12803,TIDEWATER CO. (MIDDLE EAST MARINE SERVICES)
12803,TIDE WATER COMPANY
12803,FARAZ ROYAL QESHM LLC
12812,"HASAN, Jamil"
12813,POLITICAL SECURITY DEPARTMENT
12813,IDARAT AL-'AMN AL-SIYYASI
12816,BORYOKUDAN
12816,GOKUDO
12823,"AL-AMRIKI, Abu Mansour"
12823,"AL-AMRIKI, Abu Mansur"
12823,"AL-AMRIKI, Abu Mansuur"
12823,"HAMMAMI, Umar"
12823,"HAMMAMI, Omar Shafik"
12824,"ADAM, Sheikh Hassaan Hussein"
12824,"HUSSEIN, Sheikh Hassaan"
12824,"OMAR, Hassan Mahad"
12837,"AL-'AJAMI, 'Ali Hasan"
12837,"AL-'AJMI, Abu al-Hassan"
12837,"AL-'AJMI, 'Ali Hassan 'Ali"
12837,"AL-YAMI, 'Ali Abu Hasan"
12837,"AL-YAMI, Hassan"
12837,"AL-YAMI, Husayn"
12839,"AL KUWARI, Salim Hassan Khalifa Rashid"
12839,"AL KAWARI, Salim Hasan Khalifa"
12839,"AL-KOWARI, Salim"
12839,"AL-KUWARI, Salem"
12840,"AL-KHAWAR, Abdullah Ghalib Mahfuz Muslim"
12840,"KHAWAR, Abdullah Ghanem Mahfouz Muslim"
12840,"KHOWAR, Abdullah"
12840,"AL-KHOWAR, Abdullah"
12841,"KHALIL, Izz al-Din Abd al-Farid"
12841,"AL-SURI, Yasin"
12841,"AL-SURI, Yaseen"
12841,"AL-ABADIN, Zayn"
12842,"MUHAMMADI, Omid"
12842,"MUHAMMADI, 'Umid 'Abd al-Majid Muhammad 'Aziz"
12843,"AL-LIBI, 'Atiyah 'Abd al-Rahman"
12843,"AL-SHITAYWI, Jamal Ibrahim Muhammad"
12843,"AL-SHTIWI, Jamal"
12843,"AL-SHITIWI, Jamal"
12843,"AL-SHATIWI, Jamal"
12845,"HAMSHU, Muhammad Sabir"
12845,"HAMSHO, Mohammed Saber"
12845,"HAMSHO, Mohammad"
12845,"HAMCHO, Mohamed"
12845,"HAMSHOU, Mohammed"
12846,HAMSHO GROUP INTERNATIONAL
12846,HAMSHO GROUP
12846,HAMSHO INTERNATIONAL
12846,HAMCHO INTERNATIONAL
12860,NAFTAN OJSC
12860,NAFTAN
12860,NAFTAN PROIZVODSTVENNOYE OBYEDINENYE
12860,NAFTAN PRODUCTION ASSOCIATION
12861,GRODNO AZOT
12861,GPO AZOT OJSC
12861,GRODNESKOYE PROZVODSTVENNOYE OBYEDINENYE AZOT
12861,RUP GRODNENSKOYE PO AZOT
12861,RUP GPO AZOT
12862,JSC GRODNO KHIMVOLOKNO
12862,GRODNO KHIMVOLOKNO JSC
12862,GRODNO CHEMICAL FIBRE OJSC
12863,BELSHINA OJSC
12863,BELSHINA TYRE WORKS OAO
12863,JSC BELSHINA
12863,RUP BELORUSSKY SHINNY KOMBINAT BELSHINA
12864,"DUGHMUSH, Mumtaz Muhammad Jum'ah"
12864,"DAGHMASH, Mumtaz Muhammad Jum'ah"
12864,"DUGHMISH, Mumtaz Muhammad Jum'ah"
12864,"DAGHMASH, Mumtaz"
12868,"KARIM, Ali Abdul"
12868,"ABD-AL-KARIM, Ali"
12868,"ABD-AL-KARIM ALI, Ali"
12868,"KARIM ALI, Ali Abdel"
12868,"ABDULKARIM ALI, Ali"
12868,"ABDULKARIM, Ali"
12870,SYRIAN CRUDE OIL TRANSPORTATION COMPANY
12872,"SELASSIE, Ta'ame Abraham"
12872,"TA'AME, Abraham Selassie"
12872,"GEBREDENGEL, Simon"
12872,"SELASSIE, Te'ame Abraha"
12872,"SELASSIE, Te'ame Abraham"
12872,"GOITOM, Te'ame"
12873,"NEGASH, Bitewelde Habte"
12873,"MUSE, Abdirahim"
12873,"NAGESH, Tewaled Holde"
12873,"NAGASH, Tewaled Holde"
12873,"MUSA, Abdirahman"
12873,"MUSE, Abdirahman"
12873,"NEGASH, Emanuel"
12873,"MUSA, Abdirahim"
12873,"NEGASH, Ole"
12873,"MEHAREN, Senay Beraki"
12873,"KIDANE, Amanuel"
12873,"NEGASH, Tewold Habte"
12873,"NEGASH, Tewelde Habte"
12880,"MUALLEM, Walid"
12880,"AL-MOUALEM, Walid"
12880,"AL-MUALEM, Walid"
12880,"AL-MUALLEM, Walid"
12880,"MUHI EDDINE MOALLEM, Walid"
12880,"MOALLEM, Walid"
12880,"AL-MOUALLEM, Walid"
12881,"SHAABAN, Buthaina"
12888,"SHEIKH YAHYA, Abu Yahya"
12888,"AL SAHRAWI, Abu Yahya Yunis"
12888,"QA'ID, Hasan Muhammad Abu Bakr"
12888,"QAYED, Muhammad Hassan"
12888,"ABU BAKAR, Mohammad Hassan"
12888,"QA'ID, Hasan"
12888,"AL-LIBI, Muhammad Hasan"
12888,"RASHID, Abu Yunus"
12889,"SALEM, Abdarrahmane ould Mohamed el Houcein ould Mohamed"
12889,"SALEM, Mohamed"
12889,"JELIL, Youssef Ould Abdel"
12889,"GHADER, El Hadj Ould Abdel"
12889,"KHADER, Abdel"
12889,"SOULEIMANE, Abou"
12890,"GHUL, Hassan"
12890,"GUL, Hassan"
12890,"GUL, Hasan"
12890,"MAHMUD, Khalid"
12890,"SHAHJI, Ahmad"
12890,"MUHAMMAD, Mustafa"
12890,"AL-MADANI, Abu Gharib"
12891,"HARB, Abass Hussein"
12892,"SALEH, Qasim"
12893,"HARB, Ali Hussein"
12914,INDIAN MUJAHEDEEN
12914,INDIAN MUJAHIDIN
12914,ISLAMIC SECURITY FORCE-INDIAN MUJAHIDEEN (ISF-IM)
12915,"KYAGULANYI, David"
12915,"TALENGELANIMIRO, Musezi"
12915,"TUTU, Mzee"
12915,TALENGELANIMIRO
12915,"JUNJU, Abdullah"
12915,"KYAGULANYI, Alilabaki"
12915,"MUHAMMAD, Hussein"
12915,"LUUMU, Nicolas"
12915,"ALIRABAKI, Steven"
12916,"SHEHBAZ, Malik Zafar Iqbal"
12916,"SHAHBAZ, Malik Zafar Iqbal"
12916,"IQBAL, Malik Zafar"
12916,"IQBAL, Zaffer"
12916,"CHAUDHRY, Zafar Iqbal"
12916,"IQBAL, Muhammad Zafar"
12917,"BHATTVI, Hafiz Abdul Salam"
12917,"BHATTVI, Molvi Abdursalam"
12917,"BHATTWI, Abdul Salam"
12917,"BUDVI, Hafiz Abdusalam"
12917,"BHUTVI, Hafiz Abdussalaam"
12917,"BHUTVI, Abdul Salam"
12917,"BHATTVI, Mullah Abdul Salaam"
12917,"BUDVI, Abdul Salam"
12918,"MARTITEGUI, Jurdan"
12919,"ABU-GHAZALAH, Muhammad Hisham Isma'il"
12919,"ABU-GHAZALAH, Muhammad Hisham Muhammad"
12919,"ABU LAYTH, Mansur"
12919,"AL-FILISTINI, Abu Layth"
12919,"ISMA'IL, 'Ali 'Abd Al-Rahman"
12919,"ABU SUWAYWIN, 'Ali 'Abd Al-Rahman"
12920,"NOREZAI, Haji Faizuulah Khan"
12920,"NOORI, Haji Faizullah"
12920,"KHAN, Haji Faizullah"
12920,"NOOR, Haji Faizullah"
12920,"NOORZAI, Haji Pazullah"
12921,"NOORZAI, Hajji Malak"
12921,"NOORZAI, Haji Malek"
12922,"REHMAN, Abdul"
12922,"UR-REHMAN, Abd"
12922,"RAHMAN, Abdur"
12922,"SINDHI, Abdul Rehman"
12922,"AL-SINDHI, Abdul Rehman"
12922,"AL-SINDHI, Abdur Rahman"
12922,"SINDI, Abdur Rehman"
12922,"SINDHI, Abdurahman"
12922,"YAMIN, Abdur Rehman Muhammad"
12923,"RAHIM, Fazel"
12923,"RAHIM, Fazil"
12923,"RAHMAN, Fazil"
12924,"MAHSUD, Abdul Aziz"
12926,"AL-SAMARRA'I, Ibrahim 'Awad Ibrahim al-Badri"
12926,"AL-SAMARRA'I, Ibrahim Awwad Ibrahim"
12926,"AL-SAMARRA'I, Dr. Ibrahim Awwad Ibrahim"
12926,"AL-QURASHI, Abu Bakr al-Baghdadi al-Husseini"
12926,"AL-QURAISHI, Abu Bakr al-Baghdadi al-Husayni"
12926,"AL-BAGHDADI, Abu Bakr al-Husayni"
12927,MAHAN AIR CO.
12928,CONSPIRACY OF THE NUCLEI OF FIRE
12928,CONSPIRACY OF CELLS OF FIRE
12928,SYNOMOSIA PYRINON TIS FOTIAS
12928,THESSALONIKI-ATHENS FIRE NUCLEI CONSPIRACY
12929,"ARBABSIAR, Mansour"
12930,"ABDULLAHI, Mustafa"
12932,REAL-ESTATE BANK
12940,"KHAN, Madi"
12945,"ARAQI, Abdollah"
12945,"ARAQI, Abdullah"
12945,"ERAGHI, Abdollah"
12945,"ERAQI, Abdollah"
12946,"FIRUZABADI, Hasan"
12946,"FIROOZABADI, Hassan"
12946,"AQAI-FIRUZABADI, Hassan"
12951,NIKSA NIROU
12951,KIA NIROU
12951,BLOCK NIROU SUN CO
12951,BNSA CO
12951,NEKU NIROU TAVAN CO
12954,FULMEN COMPANY
12956,ARFA PAINT COMPANY
12956,ARFEH COMPANY
12956,FARASEPEHR ENGINEERING COMPANY
12956,HOSSEINI NEJAD TRADING CO.
12956,IRAN SAFFRON COMPANY
12956,IRANSAFFRON CO
12956,SHETAB G
12956,SHETAB GAMAN
12956,SHETAB TRADING
12956,Y.A.S. CO LTD.
12960,"SULIMAN H. AL HBLIAN, Barahim"
12976,JUNIOR INTERNACIONAL S.A.
12989,"TORRES ZAMBRANO, Manuel"
12992,"SALEH, Ali Mohamed"
12992,"SALIH, Ali Muhammad"
12992,"SALEH, Ali Mohammad"
12992,"SALAH, Ali Mohammad"
12992,"SALIH, Ali Abd-Al-Amir Muhammad"
12992,"SALIH, Ali Muhammad Abd-Al-Amir"
13002,"MAKHLOUF, Mohammed"
13005,"FERNANDEZ GOMEZ, Ernesto"
13005,"FIGUERO GOMEZ, Hassein Eduardo"
13009,DISDA
13028,"BENGOETXEA, Jose Antonio Urrutikoetxea"
13028,"TERNERA, Josu"
13029,"AL QARAWI, Saleh Abudullah Saleh"
13029,"AL-QARAWI, Saleh bin Abdullah"
13029,"AL SAGHIR, Akhuk"
13029,"AL QARAWI, Abu Yahya"
13029,"AL-KHEIR, Najm"
13041,KURDISTAN BRIGADES
13041,KURDISTAN BATTALION OF ISLAMIC STATE IN IRAQ
13041,KURDISTAN BRIGADE OF AL-QAEDA IN IRAQ
13057,"CHOUKA, Yasin"
13058,"CHOUKA, Mounir"
13059,"KAR, Mivlut"
13059,"KAR, Mavlut"
13059,"KAR, Mawlud"
13059,"KAR, Meluvet"
13059,"ZIKARA, Mevlut"
13059,"AL UBAYDA, Mulfit Kar Iiyas"
13059,"YUSOV, Yanal"
13059,"ALMANCI, Abdurrahman"
13061,"MURAT, Cernit"
13061,"MURAT, Altig"
13071,SIXTH YAMAGUCHI-GUMI
13071,ROKUDAIME YAMAGUCHI-GUMI
13072,"TSUKASA, Shinobu"
13087,"RAKHIMOV, Gofur-Arslonbek"
13087,"RAKHIMOV, Gafur Akhmedovich"
13087,"RAKHIMOV, Gafur Arslanbek"
13087,"RAKHIMOV, Gofur-Arslonbek Akhmedovich"
13087,"RAKHIMOV, Ghafur Arslambek"
13088,"KHRISTOFOROV, Vasili"
13090,"SHIBLI SHIBLI, Ibrahim"
13091,"ZAITSEV, Alexei"
13091,"ZAYTSEV, Alexey"
13095,"ACHWAN, Muhammad"
13095,"AKHWAN, Muhammad"
13095,"ACHWAN, Mochtar"
13095,"AKHWAN, Mochtar"
13095,"AKWAN, Mochtar"
13095,"ACHWAN, Mochdar"
13097,"BASHIR, Abdul Rosyid Ridho"
13097,"BA'ASYIR, Rosyid Ridho"
13097,"BASHIR, Rosyid Ridho"
13097,"BA'ASYIR, Rasyid Ridho"
13097,"BASHIR, Rasyid Ridho"
13097,"BA'ASYIR, Rashid Rida"
13097,"BASHIR, Rashid Rida"
13098,JEMMAH ANSHARUT TAUHID
13098,JEM'MAH ANSHARUT TAUHID
13098,JAMAAH ANSHARUT TAUHID
13098,JAMA'AH ANSHARUT TAUHID
13098,LASKAR 99
13099,"SAMAD, Abdul"
13100,SYRIAN DIRECTORATE GENERAL OF RADIO & TELEVISION EST
13100,GENERAL RADIO AND TELEVISION CORPORATION
13100,RADIO AND TELEVISION CORPORATION
13100,RTV SYRIA
13102,"MEMON, Ibrahim Abdul Razak"
13103,"SHAKEEL, Chota"
13103,"SHAKIL, Chhota"
13103,"MOHIDDIN, Shaikh Shakil Babu"
13103,"AHMED, Sheikh Shakeel"
13104,"OVERDICK MEJIA, Walther"
13105,"AGAJANY, Azimi"
13105,"AGHAJANI, Azimi"
13105,"AGHAJANI, Azim"
13105,"AGHAJANI, Asim"
13105,"ADHAJANI, Azim"
13105,"AQAJANI, Azim"
13106,"TAHMASEBI, Akbar"
13106,"TABATABAEI, Ali Akbar"
13106,"TABATABA'I, Seyed Akbar"
13106,"TAHMAESEBI, Seyed Akbar"
13106,"TABATABAEI, Syed"
13106,"TAHMASEBI, Seyed"
13106,"TABATABAEI, Seyed Akbar"
13106,"TABATABA'IE, Sayyed Ali"
13106,"TABATABAEE, Sayyed Ali"
13107,"NEZHAD, Ismail Akbar"
13107,"AKBARNEJAD, Esmaeil Ghaani"
13107,"QANI, Esmail"
13107,"GHA'ANI, Esma'il"
13107,"GHAANI, Esmail"
13107,"QA'ANI, Esma'il"
13108,"JEGA, Abbas"
13108,"HASSAN, Ali Abbas Othman"
13109,YAS AIR KISH
13109,YASAIR CARGO AIRLINE
13109,POUYA AIRLINES
13109,YAS AIR
13109,PARS AVIATION SERVICES COMPANY
13112,"ADANOF, Munir"
13112,"ADNUF, Munir"
13115,IRAN MARINE INDUSTRIAL COMPANY SSA
13115,IRAN SADRA
13115,SHERKATE SANATI DARYAI IRAN
13115,IRAN SHIP BUILDING CO.
13115,SADRA
13121,"SALAZAR DE GUZMAN, Alejandrina"
13121,"SALAZAR HERNANDEZ DE GUZMAN, Maria"
13121,"SALAZAR HERNANDEZ, Alejandrina"
13121,"SALAZAR HERNANDEZ, Alejandra"
13121,"SALAZAR HERNANDEZ, Maria A"
13121,"HERNANDEZ SALAZAR, Maria A"
13121,"SALAZAR HERNANDEZ, Alejandrina Maria"
13122,SYRIAN INTERNATIONAL ISLAMIC BANK
13122,SIIB
13128,NEW AHMADI COMPANY LTD
13128,NEW AHMADY LTD
13129,NEW AHMADY LTD. KANDAHAR
13131,BANK-E EGHTESAD NOVIN
13131,EN BANK PJSC
13131,BANK EGHTESAD NOVIN
13133,BANK-E PASARGAD
13133,BANK PASARGAD
13134,BANK-E KARAFARIN
13135,BANK-E SAMAN
13136,BANK-E SARMAYEH
13136,BANK SARMAYEH
13137,BANK-E TAT
13140,BANK-E HEKMAT IRANIAN
13140,BANK HEKMAT IRANIAN
13141,BANK-E GARDESHGARI
13141,GARDESHGARI BANK
13142,BANK-E IRAN ZAMIN
13143,BANK-E GHARZOLHASANEH MEHR IRAN
13143,GHARZOLHASANEH MEHR IRAN BANK
13145,BANK-E TOSE'E TA'AVON
13145,COOPERATIVE DEVELOPMENT BANK
13145,TOSE'E TA'AVON BANK
13146,BANK-E TAAWON MANTAGHEEY-E ESLAMI
13146,REGIONAL COOPERATION OF THE ISLAMIC BANK FOR DEVELOPMENT AND INVESTMENT
13152,DANESHGAH-E SANA'TI-YE MALEK-E ASHTAR
13152,MALEK ASHTAR UNIVERSITY
13152,MALEK-E ASHTAR UNIVERSITY
13152,MALEK ASHTAR INDUSTRIAL UNIVERSITY
13152,MALEK-E ASHTAR TECHNICAL UNIVERSITY
13152,MALEK ASHTAR AVIATION UNIVERSTIY COMPLEX
13152,MALEK ASHTAR UNIVERSITY OF DEFENSE TECHNOLOGY
13153,"FADWI, Ali"
13156,MINISTRY OF DEFENSE LEGION EXPORT
13156,MODLEX
13157,"ISHAQZAI, Rais Abdul Bari"
13157,"IBRAHIM, 'Abd Al-Baqi Muhammad"
13157,"IBRAHIM, 'Abd Labaqi Muhammad"
13157,"BARI, Haji Abdul"
13157,"BARI, Abdul"
13157,"BAKI, Abdul"
13157,"AL-BARI, 'Abd"
13157,"AL-BAKI, 'Abd"
13157,"BAQI, Abdul"
13158,"GUL, Bakhta"
13158,"BAHAR, Bakht Gul"
13165,"MALGASOV, Ymar"
13165,"SHUSHANASHVILI, Iasha Pavlovich"
13166,"SHERMAZASHVILI, Koba"
13167,"SHUSHANASHVILI, Kakha"
13167,"ROSTOV, Nicholas"
13167,"SHUSHANASHVILI, Kajaver"
13167,"SEPIASHVILI, Moshe Israel"
13167,"KOSTOV, Nikolay Lyudmilo"
13168,ABDULLAH AZZAM BRIGADES
13168,ZIYAD AL-JARRAH BATTALIONS OF THE ABDULLAH AZZAM BRIGADES
13168,YUSUF AL-'UYAYRI BATTALIONS OF THE ABDULLAH AZZAM BRIGADES
13168,MARWAN HADID BRIGADES
13168,MARWAN HADID BRIGADE
13170,"KELJMENDI, Naser Meto"
13356,"I AND S HOLDING COMPANY, S.A."
13357,"ROGO, Aboud Mohammad"
13357,"ROGO, Aboud Seif"
13357,"ROGO, Aboud Mohammed"
13357,"ROGO, Sheikh Aboud"
13357,"MUHAMMAD, Aboud Rogo"
13357,"MOHAMED, Aboud Rogo"
13359,"CARDONA DE IBARRA, Mayela"
13365,"COMBUSERVICIOS LOS TRES RIOS, S.A. DE C.V."
13367,"MUHAMMAD, Suhayl Salim"
13367,"AL-SUDANI, Abu Faris"
13367,"FARIS, Abu"
13367,"ZAYN, Haytham"
13367,"ABDURAHAMAN, Suhayl"
13367,"MUHAMMAD, Sahib"
13367,"UL-ABIDEEN, Zain"
13367,"SALIM, Suhayl"
13368,"SAHAL, Omar"
13368,"AWADH, Omar"
13369,MAKABURI
13369,"AHMED, Sheikh Abubakar"
13369,"SHARIFF, Abu Makaburi"
13369,"SHARIFF, Abubaker"
13369,"AHMED, Abubakar"
13370,"LOPEZ PEREZ, Gricelda"
13370,"PEREZ ROJO, Karla"
13371,"DE HANDAL, Ena"
13374,SYRIAN ARAB CO. FOR ELECTRONIC INDUSTRIES
13376,"GUBEREX GRIMBERG, Henry"
13377,"GUBEREK RABINOVICH, Isaac"
13378,COMERCIALIZADORA INTERNACIONAL DEL ITSMO S.A.
13378,C.I. DEL ISTMO S.A.
13387,ORGANIZATION FOR ENGINEERING INDUSTRIES
13395,"AL-WAFA, Ali Ibrahim"
13395,"AL-WATFA, Alie Ibrahim"
